"Protein Group","Top","Accession","Significance","Coverage (%)","#Peptides","#Unique","PTM","SepWT_3 Area","SepWT_2 Area","SepWT_1 Area","SepDel_1 Area","SepDel_2 Area","SepDel_3 Area","SepComp_1 Area","SepComp_2 Area","SepComp_3 Area","Sample Profile (Ratio)","WT Area","Del Area","Comp Area","Group Profile (Ratio)","Avg. Mass","Description"
1166,true,"MMAR_2986|MMAR_2986|2-hydroxyhepta-2,4-diene-1,7-dioate",26.13,25.32,6,5,"Deamidation (NQ); Oxidation (M)",1285.0538,1342.5386,1521.6567,2339.6077,1921.8333,2170.3408,802.74976,469.45416,926.18744,0.84:0.88:1.00:1.54:1.26:1.43:0.53:0.31:0.61,1383.083,2143.9272,732.7971,1.00:1.55:0.53,33625,"isomerase|313 AA"
983,true,"MMAR_0901|menD|bifunctional",34.34,14.96,6,6,"Deamidation (NQ); Oxidation (M)",3301.006,2468.0105,3457.2202,2717.002,3413.8801,3064.036,894.12787,914.3776,1308.2007,0.95:0.71:1.00:0.79:0.99:0.89:0.26:0.26:0.38,3075.412,3064.9727,1038.9021,1.00:1.00:0.34,57319,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase, MenD|549 AA"
2351,true,"MMAR_3470|MMAR_3470|short",15.49,8.81,2,2,"",56.9746,510.48056,70.95974,18627.043,332.5345,18585.14,8533.649,8475.684,8712.734,0.80:7.19:1.00:64.00:4.69:64.00:64.00:64.00:64.00,212.80496,12514.906,8574.022,1.00:58.81:40.29,26589,"chain membrane-associated dehydrogenase|262 AA"
38,true,"MMAR_2254|tkt|transketolase",63.21,68.86,44,40,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from E; more",100318.25,106878.89,108568.625,133308.25,116314.19,117852.54,43510.184,42971.93,43296.68,0.92:0.98:1.00:1.23:1.07:1.09:0.40:0.40:0.40,105255.26,122491.66,43259.598,1.00:1.16:0.41,75108,"Tkt|701 AA"
643,true,"MMAR_3750|MMAR_3750|conserved",40.15,38.55,13,12,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",4576.837,4843.796,5117.1553,6367.7344,5578.048,5923.34,3527.7927,3722.0051,3738.8958,0.89:0.95:1.00:1.24:1.09:1.16:0.69:0.73:0.73,4845.929,5956.374,3662.8977,1.00:1.23:0.76,38545,"hypothetical protein|346 AA"
1810,true,"MMAR_1614|MMAR_1614|short",26.95,10.14,2,2,"",350.19824,364.88065,388.78192,671.5788,505.3374,667.27765,358.40485,266.38507,325.08374,0.90:0.94:1.00:1.73:1.30:1.72:0.92:0.69:0.84,367.9536,614.7313,316.62457,1.00:1.67:0.86,28900,"chain dehydrogenase|277 AA"
1212,true,"MMAR_0078|MMAR_0078|conserved",11.47,64.63,7,5,"Deamidation (NQ)",6419.7915,6354.7266,4925.4785,5484.171,8538.374,7889.1123,4899.511,3841.327,1716.4291,1.30:1.29:1.00:1.11:1.73:1.60:0.99:0.78:0.35,5899.999,7303.8857,3485.7559,1.00:1.24:0.59,9361,"hypothetical protein|83 AA"
2358,true,"MMAR_4943|MMAR_4943|conserved",4.97,8.26,1,1,"",150.2493,165.05194,172.53064,194.25226,182.42062,65.25949,92.16684,108.00365,99.75133,0.87:0.96:1.00:1.13:1.06:0.38:0.53:0.63:0.58,162.61063,147.31079,99.97394,1.00:0.91:0.61,24806,"membrane protein|243 AA"
2183,true,"MMAR_1929|MMAR_1929|transcriptional",34.65,13.79,1,1,"Carbamidomethylation",407.90347,460.2004,462.41504,535.9035,776.5078,631.5224,265.34998,279.15588,237.79227,0.88:1.00:1.00:1.16:1.68:1.37:0.57:0.60:0.51,443.50632,647.9779,260.76605,1.00:1.46:0.59,15960,"regulatory protein (probably Lrp/AsnC-family)|146 AA"
1415,true,"MMAR_5451|MMAR_5451|conserved",25.49,10.69,6,6,"",702.3443,996.25885,872.67255,3010.442,2617.8967,1529.341,681.6498,881.6866,606.23083,0.80:1.14:1.00:3.45:3.00:1.75:0.78:1.01:0.69,857.0919,2385.893,723.189,1.00:2.78:0.84,91830,"hypothetical alanine and proline rich membrane protein|880 AA"
2486,true,"MMAR_3120|pyrD|dihydroorotate",15.72,3.33,1,1,"",121.796555,274.8662,347.84357,370.8664,322.66205,474.9192,86.034676,171.09273,58.42885,0.35:0.79:1.00:1.07:0.93:1.37:0.25:0.49:0.17,248.16878,389.48254,105.18542,1.00:1.57:0.42,37877,"dehydrogenase PyrD|361 AA"
1966,true,"MMAR_5442|MMAR_5442|conserved",37.78,20.54,3,3,"Oxidation (M)",3861.3025,3925.016,3862.0593,3461.7708,3300.6926,3174.0652,2928.8352,2733.8147,2621.2524,1.00:1.02:1.00:0.90:0.85:0.82:0.76:0.71:0.68,3882.7925,3312.176,2761.3008,1.00:0.85:0.71,19904,"hypothetical protein|186 AA"
904,true,"MMAR_0894|MMAR_0894|dehydrogenase|296",26.56,26.78,9,6,"Deamidation (NQ); Oxidation (M)",1807.3568,2454.7224,2500.2969,6142.4316,5151.9507,3410.944,1487.3179,1643.1823,1820.4592,0.72:0.98:1.00:2.46:2.06:1.36:0.59:0.66:0.73,2254.1255,4901.7754,1650.3198,1.00:2.17:0.73,31860,"AA"
1914,true,"MMAR_1339|MMAR_1339|conserved",24.39,9.66,3,2,"Carbamidomethylation; Deamidation (NQ)",1577.3307,2097.8726,2596.0625,3113.3215,2597.8794,2749.3098,907.5751,1423.5438,996.98706,0.61:0.81:1.00:1.20:1.00:1.06:0.35:0.55:0.38,2090.4219,2820.1704,1109.3687,1.00:1.35:0.53,34300,"hypothetical protein|322 AA"
2058,true,"MMAR_4404|MMAR_4404|conserved",10.79,5.88,2,2,"",2742.0823,2861.2449,2383.2568,376.3114,806.2716,252.51752,78.703064,65.594696,1900.2045,1.15:1.20:1.00:0.16:0.34:0.11:0.03:0.03:0.80,2662.1946,478.36685,681.50073,1.00:0.18:0.26,29374,"hypothetical protein|290 AA"
1561,true,"MMAR_5028|MMAR_5028|conserved",19.28,33.08,4,3,"Acetylation (Protein N-term); Oxidation (M)",1939.9307,2208.7021,2284.15,2244.7192,1731.7059,1502.8566,1097.4137,977.8068,489.5331,0.85:0.97:1.00:0.98:0.76:0.66:0.48:0.43:0.21,2144.2607,1826.4272,854.9179,1.00:0.85:0.40,14196,"hypothetical protein|134 AA"
2106,true,"MMAR_0656|coxS|carbon",2.83,13.12,1,1,"Oxidation (M)",229.15402,526.91876,324.80124,478.57056,196.73314,116.811874,222.2832,254.04926,213.06311,0.71:1.62:1.00:1.47:0.61:0.36:0.68:0.78:0.66,360.29135,264.0385,229.79852,1.00:0.73:0.64,17267,"monoxyde dehydrogenase (small chain), CoxS|161 AA"
688,true,"MMAR_1804|rplS|50S",42.36,74.34,10,10,"Oxidation (M); Pyro-glu from Q",24904.824,26271.777,25711.025,33638.785,39634.13,35060.73,20810.28,21183.58,21858.92,0.97:1.02:1.00:1.31:1.54:1.36:0.81:0.82:0.85,25629.207,36111.215,21284.26,1.00:1.41:0.83,12960,"ribosomal protein L19 RplS|114 AA"
2341,true,"MMAR_5109|folK|2-amino-4-hydroxy-6-",21.83,16.57,2,2,"",161.37689,371.52722,510.41742,1569.0618,1225.1864,1057.716,365.78702,376.21738,403.369,0.32:0.73:1.00:3.07:2.40:2.07:0.72:0.74:0.79,347.77383,1283.988,381.79114,1.00:3.69:1.10,18700,"hydroxymethyldihydropteridine pyrophosphokinase FolK |176 AA"
2747,true,"MMAR_2155|MMAR_2155|conserved",13.62,4.76,1,1,"",184.2865,187.23817,109.11194,213.18546,219.89587,202.08217,103.58597,0.0,0.0,1.69:1.72:1.00:1.95:2.02:1.85:0.95:0.00:0.00,160.2122,211.72116,103.58597,1.00:1.32:0.65,31066,"membrane glycine rich protein|295 AA"
201,true,"MMAR_0974|rplA|50S",69.13,78.30,26,25,"Deamidation (NQ); Oxidation (M); Pyro-glu from Q",41739.625,43531.973,43541.133,80117.63,78375.69,72595.0,29620.05,28816.453,28615.793,0.96:1.00:1.00:1.84:1.80:1.67:0.68:0.66:0.66,42937.58,77029.44,29017.434,1.00:1.79:0.68,24801,"ribosomal protein L1, RplA|236 AA"
2815,true,"MMAR_2427|MMAR_2427|conserved",14.34,7.81,1,1,"Oxidation (M)",127.60669,127.63415,140.10637,179.29324,117.306946,226.93169,97.82225,98.86906,93.35022,0.91:0.91:1.00:1.28:0.84:1.62:0.70:0.71:0.67,131.78241,174.51062,96.68051,1.00:1.32:0.73,19911,"hypothetical membrane protein|193 AA"
3019,true,"MMAR_5013|MMAR_5013|PE-PGRS",40.29,3.68,2,1,"Deamidation (NQ)",132.04196,136.99442,120.314995,371.55045,277.50632,454.28235,74.04467,62.95445,86.94278,1.10:1.14:1.00:3.09:2.31:3.78:0.62:0.52:0.72,129.78378,367.7797,74.6473,1.00:2.83:0.58,45746,"family protein|545 AA"
2283,true,"MMAR_5031|fadE28|acyl-CoA",31.46,6.41,1,1,"",98.07477,191.00989,165.22302,1262.3687,881.08575,915.90625,177.06268,264.23816,362.1699,0.59:1.16:1.00:7.64:5.33:5.54:1.07:1.60:2.19,151.4359,1019.78687,267.82358,1.00:6.73:1.77,35600,"dehydrogenase FadE28|344 AA"
1892,true,"MMAR_0824|MMAR_0824|conserved",10.06,13.93,3,3,"",1034.7515,1342.127,1044.118,554.68365,1316.4487,1364.814,558.2028,658.7552,592.3633,0.99:1.29:1.00:0.53:1.26:1.31:0.53:0.63:0.57,1140.3322,1078.6487,603.1071,1.00:0.95:0.53,30310,"hypothetical protein|281 AA"
1516,true,"MMAR_2763|glnA3|glutamine",32.81,6.40,2,2,"Carbamidomethylation",353.3012,461.26804,444.90958,1017.8031,748.90173,767.17053,372.12903,363.2328,325.9693,0.79:1.04:1.00:2.29:1.68:1.72:0.84:0.82:0.73,419.8263,844.6251,353.77704,1.00:2.01:0.84,47830,"synthetase GlnA3|454 AA"
1907,true,"MMAR_3948|MMAR_3948|conserved",23.24,9.43,4,3,"",2361.3335,2819.842,1834.8717,2185.4038,2778.986,3081.2925,1307.4421,1333.4451,1385.5787,1.29:1.54:1.00:1.19:1.51:1.68:0.71:0.73:0.76,2338.6824,2681.894,1342.1553,1.00:1.15:0.57,28154,"hypothetical hydrolase|266 AA"
667,true,"MMAR_0859|MMAR_0859|universal",51.88,56.79,9,9,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",2766.854,3332.3088,2018.7676,11031.394,10737.273,10085.776,1269.6569,1225.449,1277.6415,1.37:1.65:1.00:5.46:5.32:5.00:0.63:0.61:0.63,2812.9746,10618.147,1279.1024,1.00:3.77:0.45,29958,"stress protein UspA|288 AA"
1340,true,"MMAR_4308|mcr|alpha-methylacyl-CoA",16.74,11.23,3,3,"Oxidation (M)",1652.1631,2578.6719,1955.4019,1813.429,980.8847,1275.3739,1143.1218,687.87445,580.1456,0.84:1.32:1.00:0.93:0.50:0.65:0.58:0.35:0.30,2062.079,1356.5625,803.714,1.00:0.66:0.39,38985,"racemase Mcr|366 AA"
1773,true,"MMAR_1559|MMAR_1559|conserved",22.29,7.62,3,3,"",723.34753,966.95966,674.6556,1234.2698,1148.1902,1114.5685,668.09937,639.0589,460.4549,1.07:1.43:1.00:1.83:1.70:1.65:0.99:0.95:0.68,788.3209,1165.6761,589.2044,1.00:1.48:0.75,55273,"hypothetical protein|500 AA"
687,true,"MMAR_1082|rmlB|dTDP-glucose-4,6-dehydratase,",71.29,55.89,15,14,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",6323.5537,6987.519,6870.526,7640.134,7196.037,6996.202,2087.783,2209.9902,2082.905,0.92:1.02:1.00:1.11:1.05:1.02:0.30:0.32:0.30,6727.1997,7277.4575,2126.8928,1.00:1.08:0.32,37314,"RmlB |332 AA"
515,true,"MMAR_1286|MMAR_1286|conserved",64.33,55.83,16,15,"Carbamidomethylation; Deamidation (NQ)",6003.4277,6323.996,6717.545,9691.969,9121.385,9184.223,2246.7532,2585.847,2547.4736,0.89:0.94:1.00:1.44:1.36:1.37:0.33:0.38:0.38,6348.3228,9332.525,2460.0247,1.00:1.47:0.39,37490,"hypothetical protein|370 AA"
2249,true,"MMAR_4464|MMAR_4464|conserved",30.99,8.20,3,2,"",1735.0038,1990.3036,2075.8862,3214.3354,2483.3015,2433.169,1072.8912,721.5942,581.0708,0.84:0.96:1.00:1.55:1.20:1.17:0.52:0.35:0.28,1933.7312,2710.2686,791.85205,1.00:1.40:0.41,39705,"hypothetical protein|367 AA"
1447,true,"MMAR_5230|cobQ2|cobyric",16.77,39.15,8,6,"Oxidation (M)",732.99304,684.39453,1457.6416,2056.7634,1764.5448,2075.0088,1042.0123,1136.9995,873.7367,0.50:0.47:1.00:1.41:1.21:1.42:0.71:0.78:0.60,958.3431,1965.439,1017.5829,1.00:2.05:1.06,24654,"acid synthase CobQ2|236 AA"
1719,true,"MMAR_4134|MMAR_4134|conserved",10.04,33.33,3,3,"Carbamidomethylation",601.6051,629.12537,537.5994,1305.1439,1496.4607,911.87537,2422.4116,638.4785,1804.3414,1.12:1.17:1.00:2.43:2.78:1.70:4.51:1.19:3.36,589.44336,1237.8267,1621.7439,1.00:2.10:2.75,14952,"hypothetical protein|145 AA"
279,true,"MMAR_0611|MMAR_0611|iron-sulphur-binding",67.10,29.34,20,20,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",2819.8682,2922.0803,2987.512,8518.693,7479.303,7065.084,1521.4852,1478.7433,1391.8511,0.94:0.98:1.00:2.85:2.50:2.36:0.51:0.49:0.47,2909.8203,7687.6934,1464.0266,1.00:2.64:0.50,104373,"reductase|986 AA"
1418,true,"MMAR_2620|MMAR_2620|conserved",60.20,69.57,5,5,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",6122.1904,6250.4463,5859.357,10308.645,9011.101,8805.585,3246.8884,3285.386,3229.6538,1.04:1.07:1.00:1.76:1.54:1.50:0.55:0.56:0.55,6077.3315,9375.109,3253.976,1.00:1.54:0.54,14267,"hypothetical protein|139 AA"
2832,true,"MMAR_2304|MMAR_2304|LAO/AO",11.16,3.57,1,1,"",166.24675,60.943375,94.45153,137.38303,260.14075,328.03766,49.78804,137.45639,36.245205,1.76:0.65:1.00:1.45:2.75:3.47:0.53:1.46:0.38,107.21388,241.8538,74.496544,1.00:2.26:0.69,36309,"transport system kinase|337 AA"
497,true,"MMAR_2462|argC|N-acetyl-gamma-glutamyl-phosphate",66.01,52.86,17,14,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",23171.893,22933.605,24700.977,27969.637,24470.027,26377.576,8860.53,9076.777,9232.689,0.94:0.93:1.00:1.13:0.99:1.07:0.36:0.37:0.37,23602.158,26272.414,9056.665,1.00:1.11:0.38,36249,"reductase ArgC|351 AA"
822,true,"MMAR_5083|MMAR_5083|conserved",44.24,64.20,12,11,"Deamidation (NQ)",16202.906,15171.951,15719.08,12108.564,15916.455,13906.913,6907.8506,6858.9395,7086.426,1.03:0.97:1.00:0.77:1.01:0.88:0.44:0.44:0.45,15697.9795,13977.311,6951.0723,1.00:0.89:0.44,17907,"transcriptional regulatory protein|163 AA"
235,true,"MMAR_1792|ffh|signal",46.47,41.59,21,18,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",9469.337,10868.84,10012.043,21120.865,21437.84,19875.355,4371.3784,6271.8657,5574.3945,0.95:1.09:1.00:2.11:2.14:1.99:0.44:0.63:0.56,10116.74,20811.354,5405.8794,1.00:2.06:0.53,55257,"recognition particle protein Ffh|530 AA"
1162,true,"MMAR_2501|recN|DNA",25.09,15.49,7,7,"Carbamidomethylation; Deamidation (NQ)",955.8738,665.3532,956.40857,1564.6713,1561.802,2009.5674,355.79428,628.13965,647.6319,1.00:0.70:1.00:1.64:1.63:2.10:0.37:0.66:0.68,859.21185,1712.0135,543.8553,1.00:1.99:0.63,61215,"repair protein, RecN|582 AA"
2642,true,"MMAR_4039|MMAR_4039|conserved",0.16,15.83,1,1,"Acetylation (Protein N-term)",293.24664,222.53917,266.41125,431.70953,455.723,118.47615,279.13806,264.9289,265.5837,1.10:0.84:1.00:1.62:1.71:0.44:1.05:0.99:1.00,260.73236,335.3029,269.88354,1.00:1.29:1.04,13537,"hypothetical membrane protein|121 AA"
2711,true,"MMAR_5183|MMAR_5183|conserved",3.45,15.50,1,1,"",185.40305,279.018,187.38712,270.3328,52.32889,167.65672,137.42679,140.1249,110.79913,0.99:1.49:1.00:1.44:0.28:0.89:0.73:0.75:0.59,217.2694,163.43947,129.45027,1.00:0.75:0.60,13916,"hypothetical protein|130 AA"
2173,true,"MMAR_4934|MMAR_4934|conserved",17.76,8.29,1,1,"",0.0,55.452515,0.0,105.04553,80.85231,76.48098,0.0,0.0,0.0,-:64.00:-:64.00:64.00:64.00:-:-:-,55.452515,87.45961,0.0,1.00:1.58:0.00,20822,"hypothetical protein|182 AA"
378,true,"MMAR_0680|purA|adenylosuccinate",56.30,48.61,23,19,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",15705.929,15489.048,12431.346,20871.375,18607.043,18815.904,4581.332,4908.4004,4687.464,1.26:1.25:1.00:1.68:1.50:1.51:0.37:0.39:0.38,14542.107,19431.44,4725.732,1.00:1.34:0.32,46690,"synthetase PurA|433 AA"
362,true,"MMAR_1215|MMAR_1215|conserved",42.84,47.17,21,18,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",24268.676,26471.1,27398.406,27438.402,31220.238,33963.793,13760.441,14815.773,12773.465,0.89:0.97:1.00:1.00:1.14:1.24:0.50:0.54:0.47,26046.059,30874.145,13783.227,1.00:1.19:0.53,48461,"protein|442 AA"
903,true,"MMAR_0260|MMAR_0260|oxidoreductase|290",21.08,37.72,10,9,"Oxidation (M)",3756.671,4152.282,3917.2654,2394.4473,2324.2788,2282.3257,2490.1816,1516.6017,2469.8533,0.96:1.06:1.00:0.61:0.59:0.58:0.64:0.39:0.63,3942.0728,2333.6838,2158.879,1.00:0.59:0.55,32318,"AA"
74,true,"MMAR_5363|accD4_1|propionyl-CoA",60.12,66.54,30,29,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",13487.266,14431.752,14374.399,27398.35,26116.043,25119.62,9052.762,7861.525,8923.569,0.94:1.00:1.00:1.91:1.82:1.75:0.63:0.55:0.62,14097.806,26211.336,8612.619,1.00:1.86:0.61,56882,"carboxylase beta chain 4 AccD4_1|527 AA"
2092,true,"MMAR_1202|sdhD|succinate",37.79,5.81,1,1,"Acetylation (Protein N-term)",386.60962,462.52197,470.61017,625.7077,611.00183,852.51495,171.17027,98.06529,140.07758,0.82:0.98:1.00:1.33:1.30:1.81:0.36:0.21:0.30,439.9139,696.40814,136.43771,1.00:1.58:0.31,17896,"dehydrogenase (hydrophobic membrane anchor subunit) SdhD|156 AA"
2779,true,"MMAR_0421|MMAR_0421|conserved",4.36,5.13,1,1,"",270.97253,153.69682,430.43417,97.62027,635.1339,493.76416,175.25589,62.920532,191.0546,0.63:0.36:1.00:0.23:1.48:1.15:0.41:0.15:0.44,285.03452,408.83945,143.07701,1.00:1.43:0.50,28602,"Mce associated membrane protein|274 AA"
3015,true,"MMAR_2283|MMAR_2283|conserved",68.53,10.38,1,1,"",75.67075,0.0,78.498856,80.49085,67.18388,96.195786,0.0,0.0,0.0,0.96:0.00:1.00:1.03:0.86:1.23:0.00:0.00:0.00,77.08481,81.29018,0.0,1.00:1.05:0.00,19277,"membrane protein|184 AA"
522,true,"MMAR_5169|MMAR_5169|anion",66.65,48.96,17,14,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",2118.4988,2021.9929,2201.47,4706.0522,4243.2793,4508.4355,831.80975,939.15594,975.7809,0.96:0.92:1.00:2.14:1.93:2.05:0.38:0.43:0.44,2113.9873,4485.9224,915.5822,1.00:2.12:0.43,41302,"transporter ATPase|387 AA"
1954,true,"MMAR_5390|pheA|prephenate",16.67,8.25,2,2,"",347.02213,820.34906,490.649,1794.4829,3548.94,1139.1204,1163.8516,1244.2496,1298.055,0.71:1.67:1.00:3.66:7.23:2.32:2.37:2.54:2.65,552.6734,2160.8477,1235.3854,1.00:3.91:2.24,32751,"dehydratase PheA|316 AA"
747,true,"MMAR_3198|murE|UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-",38.39,35.51,17,13,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",2606.7515,3521.4736,2748.139,6919.076,6387.144,5684.667,1971.9701,1591.4858,1301.6628,0.95:1.28:1.00:2.52:2.32:2.07:0.72:0.58:0.47,2958.788,6330.296,1621.7063,1.00:2.14:0.55,53269,"diaminopimelate ligase MurE|522 AA"
360,true,"MMAR_1642|nrdE|ribonucleoside-diphosphate",38.46,30.37,22,19,"Carbamidomethylation; Oxidation (M)",3344.166,3503.584,3928.1519,7802.681,7045.0522,6918.529,2663.1973,1706.4775,2217.045,0.85:0.89:1.00:1.99:1.79:1.76:0.68:0.43:0.56,3591.9673,7255.421,2195.5732,1.00:2.02:0.61,82029,"reductase (alpha chain) NrdE|722 AA"
1579,true,"MMAR_5157|MMAR_5157|conserved",39.26,23.84,5,3,"Oxidation (M)",1814.4012,1523.448,1730.1027,2247.9924,3196.3987,2788.5764,691.72174,838.03064,900.02795,1.05:0.88:1.00:1.30:1.85:1.61:0.40:0.48:0.52,1689.3174,2744.3225,809.92676,1.00:1.62:0.48,18872,"membrane protein|173 AA"
1883,true,"MMAR_1542|MMAR_1542|conserved",17.74,14.24,3,3,"",920.5076,587.2025,1154.2637,1636.3685,1638.9418,2002.3993,735.07947,869.4303,424.4048,0.80:0.51:1.00:1.42:1.42:1.73:0.64:0.75:0.37,887.32465,1759.2366,676.3049,1.00:1.98:0.76,31162,"hypothetical protein|289 AA"
1740,true,"MMAR_5032|cyp125A7|cytochrome",8.76,6.24,3,2,"",1121.2886,1010.55505,918.7118,1366.4685,1153.2953,1469.0024,633.64703,1205.3223,339.19348,1.22:1.10:1.00:1.49:1.26:1.60:0.69:1.31:0.37,1016.8518,1329.5887,726.0543,1.00:1.31:0.71,46695,"P450 125A7 Cyp125A7|418 AA"
617,true,"MMAR_0388|MMAR_0388|oxidoreductase|447",9.08,40.13,17,14,"Carbamidomethylation; Oxidation (M)",11653.855,2173.418,1748.5732,3906.3564,10267.232,11910.336,2143.2625,1953.328,1741.1832,6.66:1.24:1.00:2.23:5.87:6.81:1.23:1.12:1.00,5191.949,8694.641,1945.9246,1.00:1.67:0.37,46756,"AA"
2229,true,"MMAR_3250|MMAR_3250|conserved",16.16,8.55,3,2,"",374.56644,739.81506,855.39844,1172.819,964.54083,1003.5597,367.5865,442.1342,515.29785,0.44:0.86:1.00:1.37:1.13:1.17:0.43:0.52:0.60,656.5933,1046.9731,441.67285,1.00:1.59:0.67,25718,"transmembrane protein|235 AA"
1196,true,"MMAR_2284|iipA|mycobacterial",3.91,11.09,5,5,"Oxidation (M)",5015.697,1738.9148,1590.8295,1790.1854,2030.3668,2410.5386,670.7602,863.66644,3086.098,3.15:1.09:1.00:1.13:1.28:1.52:0.42:0.54:1.94,2781.8137,2077.0303,1540.1749,1.00:0.75:0.55,49512,"invasion and intracellular persistence protein, IipA|470 AA"
690,true,"MMAR_4395|echA9|enoyl-CoA",31.20,47.54,15,13,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",14419.928,10090.742,14501.525,13978.088,15020.292,14892.958,6884.413,7039.3657,7253.341,0.99:0.70:1.00:0.96:1.04:1.03:0.47:0.49:0.50,13004.065,14630.445,7059.0396,1.00:1.13:0.54,36143,"hydratase EchA9|346 AA"
154,true,"MMAR_1333|MMAR_1333|iron-regulated",58.84,78.37,22,21,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",50900.035,52691.664,55097.176,65226.47,57365.727,58119.875,21936.297,20941.504,19162.195,0.92:0.96:1.00:1.18:1.04:1.05:0.40:0.38:0.35,52896.293,60237.35,20679.998,1.00:1.14:0.39,29911,"short-chain dehydrogenase/reductase|283 AA"
1584,true,"MMAR_1582|MMAR_1582|conserved",20.85,10.82,3,3,"Oxidation (M)",745.50244,642.086,818.09937,729.2806,702.77264,566.60657,500.84332,465.78055,489.08853,0.91:0.78:1.00:0.89:0.86:0.69:0.61:0.57:0.60,735.22925,666.22,485.2375,1.00:0.91:0.66,46886,"hypothetical protein|426 AA"
1249,true,"MMAR_0605|MMAR_0605|conserved",28.19,47.58,6,4,"Deamidation (NQ); Oxidation (M)",6256.2207,6498.2837,6488.0312,5085.0283,5676.0186,10070.02,1656.978,2113.587,2450.6287,0.96:1.00:1.00:0.78:0.87:1.55:0.26:0.33:0.38,6414.1787,6943.6885,2073.7312,1.00:1.08:0.32,13218,"protein|125 AA"
435,true,"MMAR_1046|rplX|50S",82.84,91.59,19,16,"Deamidation (NQ); Oxidation (M)",78892.41,77141.87,80419.8,73947.68,75836.805,76293.33,39358.414,38754.6,38602.72,0.98:0.96:1.00:0.92:0.94:0.95:0.49:0.48:0.48,78818.02,75359.27,38905.246,1.00:0.96:0.49,11659,"ribosomal protein L24, RplX|108 AA"
1042,true,"MMAR_4376|coaA|pantothenate",42.45,21.47,7,6,"Oxidation (M)",1033.275,1202.0656,1157.0266,2300.6123,3273.291,2167.1692,618.59467,527.5275,620.3942,0.89:1.04:1.00:1.99:2.83:1.87:0.53:0.46:0.54,1130.7891,2580.3574,588.8388,1.00:2.28:0.52,35598,"kinase CoaA|313 AA"
442,true,"MMAR_2371|plsB1|acyltransferase,",39.34,29.33,17,17,"Deamidation (NQ); Oxidation (M); Pyro-glu from Q",716.3684,734.49054,1097.3267,4354.7754,3505.17,3311.8408,757.62524,843.2636,1072.5353,0.65:0.67:1.00:3.97:3.19:3.02:0.69:0.77:0.98,849.3952,3723.9287,891.14136,1.00:4.38:1.05,69705,"PlsB1|625 AA"
320,true,"MMAR_0870|hemL|glutamate-1-semialdehyde",40.02,60.95,20,17,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",8009.3486,9148.645,8842.971,11763.432,10111.6,11528.139,4961.496,3966.745,5048.293,0.91:1.03:1.00:1.33:1.14:1.30:0.56:0.45:0.57,8666.988,11134.39,4658.8447,1.00:1.28:0.54,45727,"2,1-aminomutase, HemL |444 AA"
831,true,"MMAR_4318|fadA6_3|acetyl-CoA",15.43,41.10,9,8,"Deamidation (NQ); Oxidation (M)",2090.8872,1125.1605,1360.2106,2546.8193,2489.3682,2374.685,1482.9116,1032.6162,1505.8074,1.54:0.83:1.00:1.87:1.83:1.75:1.09:0.76:1.11,1525.4194,2470.2908,1340.4451,1.00:1.62:0.88,39904,"acetyltransferase FadA6_3|383 AA"
768,true,"MMAR_0226|MMAR_0226|conserved",26.64,59.90,12,11,"Oxidation (M)",5541.3633,5796.4917,6359.2134,7353.7017,6170.632,6106.701,4237.4736,3075.5388,2915.8423,0.87:0.91:1.00:1.16:0.97:0.96:0.67:0.48:0.46,5899.0225,6543.6787,3409.6182,1.00:1.11:0.58,22431,"hypothetical protein|203 AA"
2066,true,"MMAR_4539|MMAR_4539|conserved",13.50,17.00,3,2,"Oxidation (M)",1587.9141,2025.4436,325.1357,241.08095,339.39124,417.64676,188.38359,133.37146,278.8236,4.88:6.23:1.00:0.74:1.04:1.28:0.58:0.41:0.86,1312.8312,332.7063,200.19289,1.00:0.25:0.15,21979,"hypothetical protein|201 AA"
981,true,"MMAR_4245|MMAR_4245|conserved",32.12,28.81,7,7,"Oxidation (M)",1339.5637,1116.1797,1267.4553,3651.283,4308.796,4496.2354,1306.3384,709.89215,1353.0872,1.06:0.88:1.00:2.88:3.40:3.55:1.03:0.56:1.07,1241.0663,4152.1045,1123.106,1.00:3.35:0.90,32410,"hypothetical protein|303 AA"
