"Protein Group","Top","Accession","Significance","Coverage (%)","#Peptides","#Unique","PTM","NovWT_1 Area","NovWT_2 Area","NovWT_3 Area","NovDel_1 Area","NovDel_2 Area","NovDel_3 Area","NovComp_3 Area","NovComp_1 Area","NovComp_2 Area","Sample Profile (Ratio)","WT Area","Del Area","Comp Area","Group Profile (Ratio)","Avg. Mass","Description"
1662,true,"MMAR_2906|MMAR_2906|conserved",18.92,13.22,5,3,"Deamidation (NQ); Oxidation (M)",402.8131,116.42062,203.0619,592.52655,244.9813,393.38434,0.0,0.0,52.68097,1.00:0.29:0.50:1.47:0.61:0.98:0.00:0.00:0.13,240.76521,410.2974,52.68097,1.00:1.70:0.22,38075,"hypothetical membrane protein|349 AA"
2288,true,"MMAR_4765|MMAR_4765|short",12.64,17.98,5,3,"",4193.388,12550.228,3538.9705,1364.5698,9375.966,1584.7311,1251.208,705.7971,618.6847,1.00:2.99:0.84:0.33:2.24:0.38:0.30:0.17:0.15,6760.8623,4108.4224,922.3629,1.00:0.61:0.14,27895,"chain dehydrogenase|268 AA"
20,true,"MMAR_5138|topA|DNA",51.28,74.63,128,81,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from E; Pyro-glu from Q",56378.742,69593.41,68486.516,91934.164,105210.78,98327.695,27757.584,24310.27,28774.074,1.00:1.23:1.21:1.63:1.87:1.74:0.49:0.43:0.51,64819.555,98490.88,26979.848,1.00:1.52:0.42,102171,"topoisomerase I TopA |935 AA"
2024,true,"MMAR_2684|PPE32|PPE",56.16,8.22,1,1,"Deamidation (NQ); Oxidation (M)",568.17303,297.37714,168.85172,220.48431,149.39304,171.6182,0.0,0.0,0.0,1.00:0.52:0.30:0.39:0.26:0.30:0.00:0.00:0.00,344.80063,180.49852,0.0,1.00:0.52:0.00,41991,"family protein|427 AA"
869,true,"MMAR_3297|MMAR_3297|exported",17.13,24.90,11,8,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",1631.3882,2402.2046,1371.3142,2922.415,2671.7634,3420.2578,1701.6343,1767.536,1257.513,1.00:1.47:0.84:1.79:1.64:2.10:1.04:1.08:0.77,1801.6357,3004.8123,1575.561,1.00:1.67:0.87,55860,"protease|519 AA"
2833,true,"MMAR_1263|MMAR_1263|conserved",40.67,9.47,2,2,"Carbamidomethylation; Deamidation (NQ); Pyro-glu from E",505.67786,864.8305,959.62067,884.5332,803.5582,891.0481,74.242386,102.421684,130.26616,1.00:1.71:1.90:1.75:1.59:1.76:0.15:0.20:0.26,776.70966,859.7132,102.310074,1.00:1.11:0.13,43978,"hypothetical protein|413 AA"
168,true,"MMAR_1838|ispG|4-hydroxy-3-methylbut-2-en-1-yl",9.14,72.35,53,20,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",75508.54,82621.52,82569.41,52970.297,46608.07,48257.016,51459.34,15163.538,53553.43,1.00:1.09:1.09:0.70:0.62:0.64:0.68:0.20:0.71,80233.16,49278.465,40058.77,1.00:0.61:0.50,40596,"diphosphate synthase, IspG|388 AA"
1675,true,"MMAR_5287|MMAR_5287|conserved",4.09,64.57,11,5,"Oxidation (M); Pyro-glu from Q",10390.748,10972.901,11113.305,15728.607,14614.937,14555.521,16143.972,15454.286,7052.3545,1.00:1.06:1.07:1.51:1.41:1.40:1.55:1.49:0.68,10825.651,14966.355,13658.33,1.00:1.38:1.26,13525,"hypothetical protein|128 AA"
2191,true,"MMAR_0746|MMAR_0746|tuberculin",8.11,19.38,3,3,"Deamidation (NQ)",6777.734,6824.3438,6279.4604,5060.1064,26631.662,5475.13,18922.793,16984.092,17409.496,1.00:1.01:0.93:0.75:3.93:0.81:2.79:2.51:2.57,6627.1797,12388.967,17772.127,1.00:1.87:2.68,16710,"related peptide|161 AA"
1060,true,"MMAR_3236|trpD|anthranilate",16.67,55.59,15,12,"Deamidation (NQ); Oxidation (M)",15181.074,17514.768,16145.807,27717.504,13391.088,28269.62,7380.801,11852.87,6553.0244,1.00:1.15:1.06:1.83:0.88:1.86:0.49:0.78:0.43,16280.551,23126.068,8595.565,1.00:1.42:0.53,37777,"phosphoribosyltransferase TrpD|368 AA"
2563,true,"MMAR_5249|MMAR_5249|conserved",17.90,7.81,3,2,"Carbamidomethylation",584.83453,686.8005,578.65686,1127.5984,1008.3791,974.6015,1080.5941,1268.59,749.79517,1.00:1.17:0.99:1.93:1.72:1.67:1.85:2.17:1.28,616.7639,1036.8596,1078.1046,1.00:1.68:1.75,39857,"hypothetical protein|385 AA"
180,false,"#CONTAM#cont|000025|",8.45,48.84,4,3,"Carbamidomethylation; Deamidation (NQ)",1535.941,2116.9963,2647.9795,2632.8596,2127.4805,407.887,6203.852,2677.786,6041.905,1.00:1.38:1.72:1.71:1.39:0.27:4.04:1.74:3.93,2100.3057,1722.7423,4974.514,1.00:0.82:2.37,4491,"gi|999626|pdb|1EPT|A Chain A, Porcine E-Trypsin (E.C.3.4.21.4) [Sus scrofa (contaminant)]"
1731,true,"MMAR_5048|MMAR_5048|short",9.49,12.98,6,3,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",668.68994,1128.762,1170.9393,2431.288,909.3721,2175.1416,911.2599,277.55087,768.8431,1.00:1.69:1.75:3.64:1.36:3.25:1.36:0.42:1.15,989.46375,1838.6005,652.5513,1.00:1.86:0.66,27515,"chain dehydrogenase|263 AA"
2156,true,"MMAR_4382|MMAR_4382|conserved",5.16,53.54,4,4,"Carbamidomethylation; Oxidation (M)",5909.992,5992.9727,5459.9575,7164.2935,6417.956,7377.0044,6425.9844,3919.1787,6649.0693,1.00:1.01:0.92:1.21:1.09:1.25:1.09:0.66:1.13,5787.6406,6986.418,5664.744,1.00:1.21:0.98,13677,"hypothetical protein|128 AA"
449,true,"MMAR_1320|aroA|3-phosphoshikimate",48.90,67.05,27,19,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",60986.223,51701.023,49945.008,33668.945,31220.668,31547.72,5000.7646,7122.7627,8460.746,1.00:0.85:0.82:0.55:0.51:0.52:0.08:0.12:0.14,54210.75,32145.777,6861.425,1.00:0.59:0.13,44585,"1-carboxyvinyltransferase AroA |432 AA"
561,true,"MMAR_4880|purM|5'-phosphoribosyl-5-aminoimidazole",48.81,54.77,24,16,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",17119.621,16497.488,16224.5625,15439.641,11810.59,11564.162,3160.845,2357.5127,2030.9341,1.00:0.96:0.95:0.90:0.69:0.68:0.18:0.14:0.12,16613.89,12938.131,2516.4307,1.00:0.78:0.15,38664,"synthetase, PurM|368 AA"
1929,true,"MMAR_5181|MMAR_5181|anti-anti-sigma",50.45,36.07,4,4,"Deamidation (NQ)",2833.144,3009.9827,3018.5447,8213.852,7968.1826,6464.4927,1127.972,760.2534,1092.905,1.00:1.06:1.07:2.90:2.81:2.28:0.40:0.27:0.39,2953.8906,7548.8423,993.7102,1.00:2.56:0.34,12450,"regulatory factor|123 AA"
2641,true,"MMAR_4949|MMAR_4949|xanthine/uracil",0.98,2.37,2,1,"",269.14764,403.9225,480.2439,256.85883,457.347,269.83423,610.71594,341.39612,259.3577,1.00:1.50:1.78:0.95:1.70:1.00:2.27:1.27:0.96,384.43802,328.01334,403.82324,1.00:0.85:1.05,67342,"permease|634 AA"
1278,true,"MMAR_3764|proB|glutamate",41.81,40.22,10,8,"Carbamidomethylation; Oxidation (M)",8415.576,8595.127,8490.034,16831.744,13955.012,15427.137,1529.5187,2935.6833,1569.6945,1.00:1.02:1.01:2.00:1.66:1.83:0.18:0.35:0.19,8500.246,15404.631,2011.6321,1.00:1.81:0.24,37880,"5-kinase protein ProB |369 AA"
2188,true,"MMAR_3698|mbtA|bifunctional",6.78,11.45,5,4,"Carbamidomethylation",665.7751,1107.9214,1187.7638,1582.7073,1742.077,1432.8593,2048.4402,901.3259,1209.2476,1.00:1.66:1.78:2.38:2.62:2.15:3.08:1.35:1.82,987.15344,1585.8812,1421.1245,1.00:1.61:1.44,58405,"enzyme MbtA: salicyl-AMP ligase (SAL-AMP ligase) + salicyl-S-ACP synthetase|551 AA"
1844,true,"MMAR_2790|MMAR_2790|dehydrogenase|342",31.51,17.01,4,3,"Carbamidomethylation; Oxidation (M)",7456.675,7102.9683,6338.46,7757.944,5048.677,8355.767,1998.9546,1046.0076,1913.4818,1.00:0.95:0.85:1.04:0.68:1.12:0.27:0.14:0.26,6966.0347,7054.129,1652.8146,1.00:1.01:0.24,34351,"AA"
1590,true,"MMAR_4406|MMAR_4406|conserved",67.88,61.15,6,6,"Deamidation (NQ); Oxidation (M)",5596.7266,6160.5938,5791.4785,379.10706,344.9982,411.82312,139.23012,165.22691,104.987206,1.00:1.10:1.03:0.07:0.06:0.07:0.02:0.03:0.02,5849.5996,378.6428,136.48141,1.00:0.06:0.02,17145,"hypothetical protein|158 AA"
3343,true,"MMAR_5051|fadE31|acyl-CoA",73.05,3.18,1,1,"Oxidation (M)",822.8684,873.88495,798.7953,754.8644,794.8632,764.2123,67.35694,0.0,74.39601,1.00:1.06:0.97:0.92:0.97:0.93:0.08:0.00:0.09,831.84955,771.3133,70.87648,1.00:0.93:0.09,41379,"dehydrogenase FadE31|378 AA"
365,true,"MMAR_3083|MMAR_3083|conserved",23.35,50.22,31,21,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",10110.822,9809.508,11178.955,21452.645,19410.697,20845.396,12337.206,9957.262,6552.1577,1.00:0.97:1.11:2.12:1.92:2.06:1.22:0.98:0.65,10366.429,20569.58,9615.541,1.00:1.98:0.93,51257,"hypothetical protein|453 AA"
1738,true,"MMAR_3660|esxP_3|EsaT-6",10.06,18.37,5,1,"",207.09824,166.702,206.30713,461.98248,338.6471,293.74786,126.68361,340.47556,144.1465,1.00:0.80:1.00:2.23:1.64:1.42:0.61:1.64:0.70,193.36913,364.79248,203.76855,1.00:1.89:1.05,10852,"like protein EsxP_3|99 AA"
1436,true,"MMAR_2070|MMAR_2070|conserved",7.01,32.62,9,8,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",10359.3125,2723.9263,5214.46,3615.4392,3901.0881,5987.932,480.59827,6347.7705,710.1323,1.00:0.26:0.50:0.35:0.38:0.58:0.05:0.61:0.07,6099.233,4501.487,2512.8337,1.00:0.74:0.41,40503,"hypothetical protein|375 AA"
1047,true,"MMAR_2476|MMAR_2476|ABC",7.46,20.71,15,10,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ)",1991.4526,1369.9734,798.24713,1456.874,1526.7549,1385.446,2738.425,2658.2551,1534.3774,1.00:0.69:0.40:0.73:0.77:0.70:1.38:1.33:0.77,1386.5577,1456.3584,2310.3525,1.00:1.05:1.67,64501,"transporter, ATP-binding protein|590 AA"
918,true,"MMAR_5215|gshA|glutamate--cysteine",38.76,36.60,11,8,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",5213.2583,5010.17,5456.231,10998.713,10277.271,10843.641,898.9409,1449.9923,2044.8433,1.00:0.96:1.05:2.11:1.97:2.08:0.17:0.28:0.39,5226.5527,10706.542,1485.4642,1.00:2.05:0.28,45235,"ligase GshA|430 AA"
200,false,"MMAR_0282|idsB_3|polyprenyl",1.91,2.43,2,1,"",4458.126,247.54915,4051.4727,2756.6375,3337.975,3366.4263,1953.1631,1499.7758,1418.211,1.00:0.06:0.91:0.62:0.75:0.76:0.44:0.34:0.32,2919.0493,3153.6797,1623.7167,1.00:1.08:0.56,35092,"synthetase IdsB_3|330 AA"
705,true,"MMAR_3431|MMAR_3431|conserved",10.79,49.33,25,15,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",4233.5522,4739.786,6092.589,7073.903,7160.8535,6601.8003,7776.7266,5472.3296,8876.511,1.00:1.12:1.44:1.67:1.69:1.56:1.84:1.29:2.10,5021.976,6945.519,7418.54,1.00:1.38:1.48,47814,"hypothetical protein|447 AA"
1316,true,"MMAR_0791|MMAR_0791|conserved",56.49,37.50,8,7,"Oxidation (M)",2631.1907,2757.9805,2089.942,6060.5483,4742.9673,4727.0283,561.9318,444.53882,464.8301,1.00:1.05:0.79:2.30:1.80:1.80:0.21:0.17:0.18,2493.0376,5176.8477,536.9884,1.00:2.08:0.22,30200,"hypothetical protein|265 AA"
3386,true,"MMAR_3395|MMAR_3395|methyltransferase",107.56,3.65,2,1,"",8251.804,7808.569,7821.318,3361.6208,2729.38,2619.5793,0.0,0.0,0.0,1.00:0.95:0.95:0.41:0.33:0.32:0.00:0.00:0.00,7960.5635,2903.5266,0.0,1.00:0.36:0.00,23647,"(methylase)|220 AA"
2338,true,"MMAR_3435|MMAR_3435|conserved",34.53,20.55,3,2,"Carbamidomethylation; Oxidation (M)",1280.0769,1710.6283,1451.66,4770.253,3820.3516,5036.911,949.6985,1360.3013,723.43646,1.00:1.34:1.13:3.73:2.98:3.93:0.74:1.06:0.57,1480.7885,4542.5054,1011.1454,1.00:3.07:0.68,15742,"hypothetical membrane protein|147 AA"
1924,true,"#CONTAM#cont|000062|",21.38,21.49,6,4,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",4107.387,2217.3022,2949.6462,4517.719,5239.2983,4569.877,9274.493,5859.945,9274.145,1.00:0.54:0.72:1.10:1.28:1.11:2.26:1.43:2.26,3091.4453,4775.632,8136.1943,1.00:1.54:2.63,23894,"gi|13096612|pdb|1G3B|A Chain A, Bovine Beta-Trypsin Bound To Meta-Amidino Schiff Base Magnesium(Ii) Chelate [Bos taurus (contaminant)]"
2482,true,"MMAR_1407|MMAR_1407|transposase",3.18,3.23,1,1,"Oxidation (M)",155.75685,129.21362,114.359695,137.67006,82.74962,233.59433,367.5326,61.629337,1752.8207,1.00:0.83:0.73:0.88:0.53:1.50:2.36:0.40:11.25,133.11006,151.338,727.3275,1.00:1.14:5.46,49655,"for insertion sequence ISMyma02|466 AA"
1798,true,"MMAR_2163|MMAR_2163|conserved",31.66,23.36,6,4,"Carbamidomethylation; Oxidation (M)",3721.5857,2880.2693,7453.6777,6055.3335,4838.1865,5976.203,957.39777,466.17596,676.5124,1.00:0.77:2.00:1.63:1.30:1.61:0.26:0.13:0.18,4685.1777,5623.241,731.9083,1.00:1.20:0.16,39355,"hypothetical protein|352 AA"
1022,true,"MMAR_3759|nadE|glutamine-dependent",57.90,17.94,14,11,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from E",6707.3174,7245.893,7493.777,7160.7407,7257.2466,7574.227,1652.8461,1827.858,2151.8784,1.00:1.08:1.12:1.07:1.08:1.13:0.25:0.27:0.32,7148.9956,7330.7383,1927.919,1.00:1.03:0.27,74869,"NAD(+) synthetase NadE |681 AA"
2792,true,"MMAR_4974|pstB|phosphate-transport",76.03,11.06,3,1,"",191.20023,251.12317,229.57202,592.44696,339.12332,478.90094,0.0,0.0,0.0,1.00:1.31:1.20:3.10:1.77:2.50:0.00:0.00:0.00,223.96513,470.15707,0.0,1.00:2.10:0.00,24179,"ATP-binding protein ABC transporter PstB|227 AA"
2466,true,"MMAR_1673|MMAR_1673|conserved",39.08,4.26,3,2,"",97.803955,929.891,873.99176,158.82018,288.11926,259.02304,0.0,0.0,0.0,1.00:9.51:8.94:1.62:2.95:2.65:0.00:0.00:0.00,633.89557,235.32083,0.0,1.00:0.37:0.00,72309,"transmembrane transport protein|705 AA"
2483,true,"MMAR_1532|smpB|ssRNA-binding",31.25,14.88,3,2,"Oxidation (M)",1247.5027,1042.7313,1445.022,279.4513,1419.2919,620.60895,50.10866,63.06407,77.07173,1.00:0.84:1.16:0.22:1.14:0.50:0.04:0.05:0.06,1245.0853,773.1174,63.41482,1.00:0.62:0.05,19037,"protein SmpB|169 AA"
234,true,"MMAR_0374|fadE2|acyl-CoA",19.29,69.71,45,27,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",52732.31,54019.113,52971.664,62592.375,63378.27,66722.945,53623.043,49270.332,41044.926,1.00:1.02:1.00:1.19:1.20:1.27:1.02:0.93:0.78,53241.03,64231.195,47979.434,1.00:1.21:0.90,45664,"dehydrogenase FadE2|417 AA"
670,true,"MMAR_4042|rphA|ribonuclease",56.07,67.39,22,14,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",79875.39,89762.42,91265.9,72713.17,69891.88,72290.234,40329.992,37244.797,38156.824,1.00:1.12:1.14:0.91:0.88:0.91:0.50:0.47:0.48,86967.91,71631.766,38577.203,1.00:0.82:0.44,28800,"RphA |277 AA"
2215,true,"MMAR_0874|MMAR_0874|ResB-family",3.17,3.82,1,1,"",205.16063,426.53723,421.76047,422.43317,43.344124,172.47977,198.65244,0.0,220.2237,1.00:2.08:2.06:2.06:0.21:0.84:0.97:0.00:1.07,351.15277,212.75235,209.43806,1.00:0.61:0.60,56235,"protein |525 AA"
2312,true,"MMAR_1810|galE4|UDP-glucose",14.01,12.27,6,3,"Oxidation (M)",2468.4902,2507.9407,1090.9707,4963.1675,4511.8003,4283.2236,3124.644,2806.4038,1805.8833,1.00:1.02:0.44:2.01:1.83:1.74:1.27:1.14:0.73,2022.4673,4586.064,2578.977,1.00:2.27:1.28,34074,"4-epimerase, GalE4|327 AA"
970,true,"MMAR_4043|MMAR_4043|conserved",79.85,61.57,10,8,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",76936.47,79473.5,80102.57,56187.668,50265.75,57661.414,5663.3936,6574.7007,6447.1924,1.00:1.03:1.04:0.73:0.65:0.75:0.07:0.09:0.08,78837.51,54704.945,6228.429,1.00:0.69:0.08,27145,"hypothetical metal-dependent hydrolase|256 AA"
586,true,"MMAR_4180|MMAR_4180|oxidoreductase|379",41.70,36.51,15,12,"Deamidation (NQ); Oxidation (M)",14575.62,15920.727,14422.306,11063.65,12352.232,10330.749,5914.62,4741.15,4151.1313,1.00:1.09:0.99:0.76:0.85:0.71:0.41:0.33:0.28,14972.885,11248.877,4935.634,1.00:0.75:0.33,41757,"AA"
358,true,"MMAR_0793|fadB2|3-hydroxybutyryl-CoA",46.22,59.03,26,14,"Deamidation (NQ); Oxidation (M); Pyro-glu from Q",42081.29,41171.56,39253.84,37144.69,35621.11,34121.812,94356.1,74167.03,80343.3,1.00:0.98:0.93:0.88:0.85:0.81:2.24:1.76:1.91,40835.562,35629.207,82955.47,1.00:0.87:2.03,30906,"dehydrogenase FadB2|289 AA"
94,true,"MMAR_0005|gyrB|DNA",23.25,54.48,57,35,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",29540.2,35203.47,34874.94,43219.504,37409.332,42284.906,12769.048,2791.1348,7657.15,1.00:1.19:1.18:1.46:1.27:1.43:0.43:0.09:0.26,33206.203,40971.25,7739.1104,1.00:1.23:0.23,76123,"gyrase (subunit B) GyrB|693 AA"
1020,true,"MMAR_4099|rpmE|50S",65.36,61.73,9,7,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",156513.95,155989.92,151535.8,107877.805,100201.19,101564.97,3532.1196,6010.5664,4833.7515,1.00:1.00:0.97:0.69:0.64:0.65:0.02:0.04:0.03,154679.89,103214.66,4825.8174,1.00:0.67:0.03,8942,"ribosomal protein L31 RpmE|82 AA"
238,true,"MMAR_2366|MMAR_2366|fatty",32.05,70.71,31,20,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",19672.48,16255.552,16011.459,35347.34,31870.951,33582.46,16558.293,11590.991,16035.488,1.00:0.83:0.81:1.80:1.62:1.71:0.84:0.59:0.82,17313.164,33600.25,14728.258,1.00:1.94:0.85,36349,"acyl-CoA reductase|339 AA"
346,true,"MMAR_2184|MMAR_2184|amino",17.00,31.07,28,19,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",13909.616,12375.421,12009.893,14382.08,12912.535,12162.1875,6436.371,6366.747,10795.026,1.00:0.89:0.86:1.03:0.93:0.87:0.46:0.46:0.78,12764.977,13152.268,7887.056,1.00:1.03:0.62,105641,"acid decarboxylase|944 AA"
1389,true,"MMAR_5403|menG|s-adenosylmethionine:2-demethylmenaquinone",38.45,46.06,9,8,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ)",16419.664,23280.535,24893.648,24242.203,21246.555,23593.238,5157.832,5724.5,3355.84,1.00:1.42:1.52:1.48:1.29:1.44:0.31:0.35:0.20,21531.283,23027.33,4746.0576,1.00:1.07:0.22,16893,"methyltransferase, MenG|166 AA"
1182,true,"MMAR_0275|gcpE_2|GcpE",16.96,6.46,14,1,"Oxidation (M)",970.91455,364.60754,985.5924,698.95636,466.11,731.6079,85.65796,0.0,189.1376,1.00:0.38:1.02:0.72:0.48:0.75:0.09:0.00:0.19,773.70483,632.22473,137.39778,1.00:0.82:0.18,40750,"protein|388 AA"
334,true,"MMAR_3176|MMAR_3176|non-ribosomal",2.60,4.39,32,20,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",6291.002,7336.2134,4980.64,8187.8174,9702.507,10260.763,1581.5514,7325.9966,12535.787,1.00:1.17:0.79:1.30:1.54:1.63:0.25:1.16:1.99,6202.618,9383.695,7147.779,1.00:1.51:1.15,741775,"peptide synthetase|6888 AA"
646,true,"MMAR_1742|recG|ATP-dependent",1.74,24.23,26,14,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",10686.439,34539.473,32722.768,23636.99,4940.824,18948.309,29018.62,7043.4146,21071.32,1.00:3.23:3.06:2.21:0.46:1.77:2.72:0.66:1.97,25982.893,15842.041,19061.81,1.00:0.61:0.73,80695,"DNA helicase RecG|744 AA"
339,true,"MMAR_3631|MMAR_3631|acyl-CoA",29.46,46.83,38,24,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",13086.327,14103.411,13690.768,12278.394,12305.823,11979.929,5637.622,2488.2434,4061.3987,1.00:1.08:1.05:0.94:0.94:0.92:0.43:0.19:0.31,13626.835,12188.048,4062.4214,1.00:0.89:0.30,71782,"dehydrogenase|648 AA"
664,true,"MMAR_2336|galE6|UDP-glucose",2.41,44.38,19,14,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",7734.6035,5881.086,6104.4985,5373.951,7689.577,6770.338,5631.005,3674.0,7530.3027,1.00:0.76:0.79:0.69:0.99:0.88:0.73:0.48:0.97,6573.396,6611.2886,5611.769,1.00:1.01:0.85,36566,"4-epimerase, GalE6|339 AA"
2357,true,"MMAR_2793|MMAR_2793|conserved",22.45,18.52,4,2,"",2736.0742,2500.7312,2795.5864,2335.6191,2400.2427,1429.249,4187.1646,4247.5977,4071.4028,1.00:0.91:1.02:0.85:0.88:0.52:1.53:1.55:1.49,2677.464,2055.037,4168.7217,1.00:0.77:1.56,11428,"hypothetical protein|109 AA"
184,true,"MMAR_2356|ileS|isoleucyl-tRNA",10.44,40.06,40,32,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from E; Pyro-glu from Q",16968.049,22463.51,20075.443,21290.742,20847.455,21050.04,15624.66,10057.762,17958.91,1.00:1.32:1.18:1.25:1.23:1.24:0.92:0.59:1.06,19835.668,21062.746,14804.279,1.00:1.06:0.75,119311,"synthetase IleS|1067 AA"
968,true,"MMAR_2991|MMAR_2991|molecular",31.95,66.44,17,10,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",32798.566,32111.645,32266.926,20979.07,18476.693,18343.848,19178.566,16880.588,13613.439,1.00:0.98:0.98:0.64:0.56:0.56:0.58:0.51:0.42,32392.379,19266.537,16557.531,1.00:0.59:0.51,16514,"chaperone (small heat shock protein)|150 AA"
11,true,"MMAR_1762|pks15/1|polyketide",57.21,43.87,121,73,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",178736.42,183914.12,184284.98,225901.14,231374.2,245923.4,68484.13,52631.047,60888.094,1.00:1.03:1.03:1.26:1.29:1.38:0.38:0.29:0.34,182311.86,234399.58,60667.76,1.00:1.29:0.33,217744,"synthase Pks15/1|2105 AA"
1211,true,"MMAR_5012|MMAR_5012|conserved",14.59,24.36,9,7,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",1027.716,1387.7693,3355.1587,2384.5967,2489.4229,2342.886,4672.9863,6740.756,4013.539,1.00:1.35:3.26:2.32:2.42:2.28:4.55:6.56:3.91,2289.0322,2405.6353,5685.613,1.00:1.05:2.48,32851,"hypothetical membrane protein|313 AA"
1947,true,"MMAR_2951|MMAR_2951|chitinase/cellulase|143",6.12,31.69,4,3,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",2412.483,4131.82,2711.9143,3787.2432,3148.556,2623.7258,4286.741,9114.4795,3226.5137,1.00:1.71:1.12:1.57:1.31:1.09:1.78:3.78:1.34,3085.4058,3186.5083,5542.578,1.00:1.03:1.80,15326,"AA"
934,true,"MMAR_0542|eccB3|conserved",12.84,22.33,11,8,"Acetylation (Protein N-term); Deamidation (NQ); Oxidation (M); Pyro-glu from Q",4520.0166,3465.7227,3078.1028,11937.035,3754.1765,9745.064,18645.213,17829.143,6832.9727,1.00:0.77:0.68:2.64:0.83:2.16:4.13:3.94:1.51,3687.9473,8478.759,14435.775,1.00:2.30:3.91,55618,"membrane protein|534 AA"
1350,true,"MMAR_3010|MMAR_3010|conserved",39.66,38.01,10,8,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from E",7669.2964,7397.1196,7467.655,6176.0957,4917.609,4997.429,1028.4875,1466.3918,662.84827,1.00:0.96:0.97:0.81:0.64:0.65:0.13:0.19:0.09,7511.357,5363.711,1052.5759,1.00:0.71:0.14,34373,"membrane protein|322 AA"
1448,true,"MMAR_5139|MMAR_5139|conserved",27.65,35.94,12,6,"Deamidation (NQ)",7961.9824,7969.4805,7416.9146,11263.709,9225.531,13423.503,4500.1074,2132.303,3160.0813,1.00:1.00:0.93:1.41:1.16:1.69:0.57:0.27:0.40,7782.793,11304.248,3264.1638,1.00:1.45:0.42,20302,"hypothetical protein|193 AA"
261,true,"MMAR_0792|icl|isocitrate",62.76,67.76,35,27,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",36943.152,45202.12,42685.734,31326.938,30761.377,33546.727,1831.8142,2702.1182,2661.1982,1.00:1.22:1.16:0.85:0.83:0.91:0.05:0.07:0.07,41610.336,31878.348,2437.8115,1.00:0.77:0.06,47284,"lyase Icl|429 AA"
2705,true,"MMAR_3067|MMAR_3067|conserved",44.46,7.45,3,2,"Deamidation (NQ)",1900.1758,2076.871,1677.8523,1896.394,1961.1757,1787.5314,148.34453,298.73392,262.60764,1.00:1.09:0.88:1.00:1.03:0.94:0.08:0.16:0.14,1884.9663,1881.7003,236.56203,1.00:1.00:0.13,31189,"hypothetical protein|323 AA"
1533,true,"MMAR_5067|MMAR_5067|conserved",54.10,16.48,2,2,"",11290.325,11475.241,15964.529,15318.883,14557.24,18483.275,1267.4622,796.00366,1098.8125,1.00:1.02:1.41:1.36:1.29:1.64:0.11:0.07:0.10,12910.032,16119.8,1054.0928,1.00:1.25:0.08,18984,"hypothetical secreted protein|177 AA"
1314,true,"MMAR_3076|MMAR_3076|5'-3'",31.56,33.65,9,6,"Carbamidomethylation; Deamidation (NQ)",5438.359,5262.2207,4972.9844,7046.6787,6651.047,6986.1436,2859.5972,2322.6492,3690.64,1.00:0.97:0.91:1.30:1.22:1.28:0.53:0.43:0.68,5224.5215,6894.623,3045.2407,1.00:1.32:0.58,33501,"exonuclease|319 AA"
